Sigsig;2013;15;Azuay;Sigsig;Sigsig;Ecuador;Hospital Básico;Sin Tipo;Ministerio de Salud Pública;Sector Público;Si;468;No;0;Si;468;329;139;0;468;Si;No;No;Si;No;0;No;0;Urbana;19;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
Paute;2013;16;Azuay;Paute;Paute;Ecuador;Hospital Básico;Sin Tipo;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Urbana;22;6;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0
Cuenca;2013;17;Azuay;Cuenca;Cuenca;Ecuador;Clinica General;Clinicas Generales sin especialidad;Privados con Fines de Lucro;Sector Privado con fines de lucro;Si;481;No;0;Si;481;320;161;0;481;Si;Si;No;2;No;0;No;0;Urbana;65;10;4;0;5;3;1;1;2;1;0;1;1;1;0;1;0
Cuenca;2013;18;Azuay;Cuenca;Cuenca;Ecuador;Clinica General;Clinicas Generales sin especialidad;Privados con Fines de Lucro;Sector Privado con fines de lucro;Si;789;No;0;Si;789;13;50;4;67;Si;No;No;Si;No;0;No;0;Urbana;33;2;2;1;1;2;2;1;1;1;1;1;0;1;0;1;0
Cuenca;2013;19;Azuay;Cuenca;Cuenca;Ecuador;Clinica General;Clinicas Generales sin especialidad;Privados con Fines de Lucro;Sector Privado con fines de lucro;Si;751;No;0;Si;751;376;376;0;752;Si;No;No;Si;No;0;No;0;Urbana;41;4;3;1;1;3;2;1;2;0;1;2;0;2;1;0;2
Gualaceo;2013;21;Azuay;Gualaceo;Gualaceo;Ecuador;Clinica General;Clinicas Generales sin especialidad;Privados con Fines de Lucro;Sector Privado con fines de lucro;Si;10;No;0;Si;10;9;1;0;10;Si;No;No;Si;No;0;No;0;Urbana;31;5;3;1;0;3;2;1;3;1;0;1;0;2;0;0;1
Cuenca;2013;28;Azuay;Cuenca;Cuenca;Ecuador;Clinica General;Clinicas Generales sin especialidad;Privados con Fines de Lucro;Sector Privado con fines de lucro;Si;18744;No;0;Si;18744;18744;0;0;18744;Si;No;No;Si;No;0;No;0;Urbana;23;5;1;1;0;2;1;1;1;0;0;1;1;1;1;0;1
Cuenca;2013;31;Azuay;Cuenca;Cuenca;Ecuador;Clinica General;Clinicas Generales sin especialidad;Privados sin Fines de Lucro;Sector Privado sin fines de lucro;Si;1492;No;0;Si;1492;1474;0;0;1474;Si;No;No;Si;No;0;No;0;Urbana;32;0;4;0;2;6;1;1;2;0;0;1;0;1;0;0;0
Cuenca;2013;32;Azuay;Cuenca;Cuenca;Ecuador;Clinica General;Clinicas Generales sin especialidad;Privados con Fines de Lucro;Sector Privado con fines de lucro;Si;1483;No;0;Si;1483;742;742;0;1484;No;No;No;No;No;0;No;0;Urbana;18;1;2;1;2;2;0;0;1;0;0;1;0;1;1;0;1
Cuenca;2013;34;Azuay;Cuenca;Cuenca;Ecuador;Clinica General;Clinicas Generales sin especialidad;Privados con Fines de Lucro;Sector Privado con fines de lucro;Si;1106;No;0;Si;1106;387;331;387;1105;Si;Si;Si;3;No;0;Si;1106;Urbana;35;2;2;1;1;3;1;2;1;0;0;2;0;2;0;0;2
Cuenca;2013;35;Azuay;Cuenca;Cuenca;Ecuador;Centro de Salud B;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;859;No;0;Si;859;449;278;132;859;Si;No;No;Si;No;0;No;0;Urbana;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cuenca;2013;36;Azuay;Cuenca;Cuenca;Ecuador;Centro de Salud A;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;1636;No;0;Si;1636;636;1000;0;1636;No;No;No;No;No;0;No;0;Urbana;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cuenca;2013;37;Azuay;Cuenca;Cuenca;Ecuador;Centro de Salud A;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;1206;No;0;Si;1206;1206;0;0;1206;Si;Si;No;2;Si;1206;No;0;Urbana;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Molleturo;2013;38;Azuay;Cuenca;Molleturo;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;368;No;0;Si;368;368;0;0;368;Si;Si;Si;3;Si;368;No;0;Rural;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Checa;2013;39;Azuay;Cuenca;Checa;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;90;No;0;Si;90;40;40;10;90;No;No;No;No;No;0;No;0;Rural;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Quingeo;2013;40;Azuay;Cuenca;Quingeo;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;210;No;0;Si;210;210;0;0;210;Si;No;No;Si;Si;210;No;0;Rural;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sidcay;2013;41;Azuay;Cuenca;Sidcay;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;83;No;0;Si;83;43;28;12;83;Si;No;No;Si;No;0;No;0;Rural;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nulti;2013;42;Azuay;Cuenca;Nulti;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;65;No;0;Si;65;35;20;10;65;Si;No;No;Si;No;0;No;0;Rural;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cumbe;2013;44;Azuay;Cuenca;Cumbe;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;319;No;0;Si;319;319;0;0;319;Si;No;Si;2;Si;319;No;0;Rural;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chaucha;2013;45;Azuay;Cuenca;Chaucha;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;10;No;0;Si;10;9;1;0;10;Si;Si;Si;3;No;0;No;0;Rural;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ricaurte;2013;46;Azuay;Cuenca;Ricaurte;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;492;No;0;Si;492;250;188;54;492;Si;No;No;Si;No;0;No;0;Rural;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sinincay;2013;47;Azuay;Cuenca;Sinincay;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;620;No;0;Si;620;620;0;0;620;No;No;No;No;Si;620;No;0;Rural;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tarqui;2013;48;Azuay;Cuenca;Tarqui;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;219;No;0;Si;219;219;0;0;219;Si;No;Si;2;Si;219;No;0;Rural;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nabón;2013;49;Azuay;Nabón;Nabón;Ecuador;Centro de Salud A;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;1370;No;0;Si;1370;1000;370;0;1370;Si;No;No;Si;Si;1370;No;0;Urbana;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
San Felipe de Oña;2013;50;Azuay;Oña;San Felipe de Oña;Ecuador;Centro de Salud A;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;382;No;0;Si;382;351;31;0;382;Si;No;No;Si;Si;382;No;0;Urbana;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
San Fernando;2013;51;Azuay;San Fernando;San Fernando;Ecuador;Centro de Salud A;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;233;No;0;Si;233;208;25;0;233;Si;No;No;Si;No;0;No;0;Urbana;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Asunción;2013;52;Azuay;Giron;Asunción;Ecuador;Centro de Salud A;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;69;No;0;Si;69;36;13;20;69;Si;No;No;Si;No;0;No;0;Rural;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cochapata;2013;53;Azuay;Nabón;Cochapata;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;57;No;0;Si;57;57;0;0;57;Si;No;No;Si;Si;57;No;0;Rural;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
San Juan;2013;54;Azuay;Gualaceo;San Juan;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;68;No;0;Si;68;63;3;2;68;No;No;No;No;No;0;No;0;Rural;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jadán;2013;55;Azuay;Gualaceo;Jadán;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;69;No;0;Si;69;64;3;2;69;No;No;No;No;No;0;No;0;Rural;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mariano Moreno;2013;56;Azuay;Gualaceo;Mariano Moreno;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;8;No;0;Si;8;5;2;1;8;No;No;No;No;No;0;No;0;Rural;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chordeleg;2013;57;Azuay;Chordeleg;Chordeleg;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;260;No;0;Si;260;0;0;0;0;Si;Si;No;2;No;0;No;0;Urbana;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Principal;2013;58;Azuay;Chordeleg;Principal;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;6;No;0;Si;6;3;2;1;6;No;No;No;No;No;0;No;0;Rural;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guachapala;2013;59;Azuay;Guachapala;Guachapala;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Urbana;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guarainag;2013;60;Azuay;Paute;Guarainag;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Rural;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
El Pan;2013;61;Azuay;El Pan;El Pan;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Urbana;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Palmas;2013;62;Azuay;Sevilla de Oro;Palmas;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Rural;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
San Vicente;2013;63;Azuay;El Pan;San Vicente;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Rural;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Camilo Ponce Enríquez;2013;64;Azuay;Camilo Ponce Enríquez;Camilo Ponce Enríquez;Ecuador;Centro de Salud C;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;7455;No;0;Si;7455;6607;318;530;7455;No;No;No;No;No;0;No;0;Urbana;18;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Pucará;2013;65;Azuay;Pucará;Pucará;Ecuador;Centro de Salud A;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;Si;6;Urbana;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pucará;2013;66;Azuay;Pucará;Pucará;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;Si;88888;Urbana;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zhaglli;2013;67;Azuay;Santa Isabel;Zhaglli;Ecuador;Centro de Salud A;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;Si;5;Rural;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gima;2013;68;Azuay;Sigsig;Gima;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Rural;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
San Bartolomé;2013;69;Azuay;Sigsig;San Bartolomé;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Rural;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ludo;2013;70;Azuay;Sigsig;Ludo;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Rural;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sayausí;2013;71;Azuay;Cuenca;Sayausí;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;379;No;0;Si;379;379;0;0;379;Si;No;Si;2;Si;379;No;0;Rural;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Valle;2013;72;Azuay;Cuenca;Valle;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;798;No;0;Si;798;798;0;0;798;Si;No;No;Si;Si;798;No;0;Rural;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Camilo Ponce Enríquez;2013;73;Azuay;Camilo Ponce Enríquez;Camilo Ponce Enríquez;Ecuador;Centro de Salud A;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Urbana;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
San Joaquín;2013;74;Azuay;Cuenca;San Joaquín;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;436;No;0;Si;436;436;0;0;436;Si;Si;Si;3;Si;436;No;0;Rural;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chiquintad;2013;75;Azuay;Cuenca;Chiquintad;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;20;No;0;Si;20;17;3;0;20;No;No;No;No;No;0;No;0;Rural;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Octavio Cordero Palacios;2013;76;Azuay;Cuenca;Octavio Cordero Palacios;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;76;No;0;Si;76;36;30;10;76;Si;No;No;Si;No;0;No;0;Rural;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Santa Ana;2013;77;Azuay;Cuenca;Santa Ana;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;262;No;0;Si;262;262;0;0;262;Si;Si;No;2;No;0;No;0;Rural;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Paccha;2013;78;Azuay;Cuenca;Paccha;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;93;No;0;Si;93;48;34;11;93;Si;No;No;Si;No;0;No;0;Rural;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chaucha;2013;79;Azuay;Cuenca;Chaucha;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;10;No;0;Si;10;0;0;0;0;Si;No;Si;2;No;0;No;0;Rural;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
El Carmen de Pijilí;2013;80;Azuay;Camilo Ponce Enríquez;El Carmen de Pijilí;Ecuador;Puesto de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Rural;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Molleturo;2013;81;Azuay;Cuenca;Molleturo;Ecuador;Puesto de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Rural;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
El Progreso;2013;82;Azuay;Nabón;El Progreso;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;69;No;0;Si;69;58;11;0;69;Si;No;No;Si;Si;69;No;0;Rural;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Las Nieves;2013;83;Azuay;Nabón;Las Nieves;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;47;No;0;Si;47;10;37;0;47;Si;No;No;Si;Si;47;No;0;Rural;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Abdón Calderón;2013;84;Azuay;Santa Isabel;Abdón Calderón;Ecuador;Centro de Salud A;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;184;No;0;Si;184;132;52;0;184;No;No;No;No;No;0;No;0;Rural;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
El Carmen de Pijilí;2013;85;Azuay;Camilo Ponce Enríquez;El Carmen de Pijilí;Ecuador;Centro de Salud A;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Rural;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
El Carmen de Pijilí;2013;86;Azuay;Camilo Ponce Enríquez;El Carmen de Pijilí;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Rural;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Molleturo;2013;87;Azuay;Cuenca;Molleturo;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;118;No;0;Si;118;118;0;0;118;Si;No;Si;2;Si;118;No;0;Rural;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Susudel;2013;88;Azuay;Oña;Susudel;Ecuador;Puesto de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;61;No;0;Si;61;43;18;0;61;Si;No;No;Si;Si;61;No;0;Rural;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
San Rafael de Shurug;2013;89;Azuay;Pucará;San Rafael de Shurug;Ecuador;Centro de Salud A;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;Si;88888;Rural;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Molleturo;2013;90;Azuay;Cuenca;Molleturo;Ecuador;Puesto de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Rural;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sevilla de Oro;2013;91;Azuay;Sevilla de Oro;Sevilla de Oro;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Urbana;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
San Cristóbal;2013;92;Azuay;Paute;San Cristóbal;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Rural;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Amaluza;2013;93;Azuay;Sevilla de Oro;Amaluza;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Rural;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Victoria del Portete;2013;94;Azuay;Cuenca;Victoria del Portete;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;329;No;0;Si;329;329;0;0;329;Si;No;Si;2;Si;329;No;0;Rural;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guel;2013;96;Azuay;Sigsig;Guel;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Rural;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cuchil;2013;97;Azuay;Sigsig;Cuchil;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Rural;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chumblín;2013;98;Azuay;San Fernando;Chumblín;Ecuador;Puesto de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;51;No;0;Si;51;41;10;0;51;No;No;No;No;No;0;No;0;Rural;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nabón;2013;101;Azuay;Nabón;Nabón;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;46;No;0;Si;46;39;7;0;46;Si;No;No;Si;Si;46;No;0;Urbana;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cuenca;2013;103;Azuay;Cuenca;Cuenca;Ecuador;Subcentro de Salud;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;85;No;0;Si;85;35;14;36;85;Si;No;No;Si;No;0;No;0;Urbana;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cuenca;2013;106;Azuay;Cuenca;Cuenca;Ecuador;Centro de Salud A;Establecimientos sin internación;Ministerio de Salud Pública;Sector Público;Si;556;No;0;Si;556;278;179;99;556;Si;No;No;Si;No;0;No;0;Urbana;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cuenca;2013;108;Azuay;Cuenca;Cuenca;Ecuador;Dispensario Médico (Policlínico);Establecimientos sin internación;Anexos al Seguro Social;Sector Público;Si;30;No;0;Si;30;20;10;0;30;Si;No;No;Si;No;0;No;0;Urbana;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cuenca;2013;110;Azuay;Cuenca;Cuenca;Ecuador;Centro de Salud C;Establecimientos sin internación;Ministerio de Justicia y de Gobierno y Policía;Sector Público;Si;53000;No;0;Si;53000;37000;6600;9300;52900;Si;Si;Si;3;No;0;No;0;Urbana;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cuenca;2013;112;Azuay;Cuenca;Cuenca;Ecuador;Dispensario Médico (Policlínico);Establecimientos sin internación;Ministerio de Justicia y de Gobierno y Policía;Sector Público;Si;88888;No;0;Si;0;0;0;0;0;No;No;No;No;No;0;No;0;Urbana;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cuenca;2013;114;Azuay;Cuenca;Cuenca;Ecuador;Centro de Salud A;Establecimientos sin internación;Privados sin Fines de Lucro;Sector Privado sin fines de lucro;Si;88888;No;0;Si;0;0;0;0;0;Si;No;No;Si;No;0;No;0;Urbana;10;3;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0
